date,Q_m3s,hydro_year,hq,V_m3
1969-10-01,,1970,1,
1969-10-02,,1970,1,
1969-10-03,,1970,1,
1969-10-04,,1970,1,
1969-10-05,,1970,1,
1969-10-06,,1970,1,
1969-10-07,,1970,1,
1969-10-08,,1970,1,
1969-10-09,,1970,1,
1969-10-10,,1970,1,
1969-10-11,,1970,1,
1969-10-12,,1970,1,
1969-10-13,,1970,1,
1969-10-14,,1970,1,
1969-10-15,,1970,1,
1969-10-16,,1970,1,
1969-10-17,,1970,1,
1969-10-18,,1970,1,
1969-10-19,,1970,1,
1969-10-20,,1970,1,
1969-10-21,,1970,1,
1969-10-22,,1970,1,
1969-10-23,,1970,1,
1969-10-24,,1970,1,
1969-10-25,,1970,1,
1969-10-26,,1970,1,
1969-10-27,,1970,1,
1969-10-28,,1970,1,
1969-10-29,,1970,1,
1969-10-30,,1970,1,
1969-10-31,,1970,1,
1969-11-01,,1970,1,
1969-11-02,,1970,1,
1969-11-03,,1970,1,
1969-11-04,,1970,1,
1969-11-05,,1970,1,
1969-11-06,,1970,1,
1969-11-07,,1970,1,
1969-11-08,,1970,1,
1969-11-09,,1970,1,
1969-11-10,,1970,1,
1969-11-11,,1970,1,
1969-11-12,,1970,1,
1969-11-13,,1970,1,
1969-11-14,,1970,1,
1969-11-15,,1970,1,
1969-11-16,,1970,1,
1969-11-17,,1970,1,
1969-11-18,,1970,1,
1969-11-19,,1970,1,
1969-11-20,,1970,1,
1969-11-21,,1970,1,
1969-11-22,,1970,1,
1969-11-23,,1970,1,
1969-11-24,,1970,1,
1969-11-25,,1970,1,
1969-11-26,,1970,1,
1969-11-27,,1970,1,
1969-11-28,,1970,1,
1969-11-29,,1970,1,
1969-11-30,,1970,1,
1969-12-01,,1970,1,
1969-12-02,,1970,1,
1969-12-03,,1970,1,
1969-12-04,,1970,1,
1969-12-05,,1970,1,
1969-12-06,,1970,1,
1969-12-07,,1970,1,
1969-12-08,,1970,1,
1969-12-09,,1970,1,
1969-12-10,,1970,1,
1969-12-11,,1970,1,
1969-12-12,,1970,1,
1969-12-13,,1970,1,
1969-12-14,,1970,1,
1969-12-15,,1970,1,
1969-12-16,,1970,1,
1969-12-17,,1970,1,
1969-12-18,,1970,1,
1969-12-19,,1970,1,
1969-12-20,,1970,1,
1969-12-21,,1970,1,
1969-12-22,,1970,1,
1969-12-23,,1970,1,
1969-12-24,,1970,1,
1969-12-25,,1970,1,
1969-12-26,,1970,1,
1969-12-27,,1970,1,
1969-12-28,,1970,1,
1969-12-29,,1970,1,
1969-12-30,,1970,1,
1969-12-31,,1970,1,
1970-01-01,,1970,2,
1970-01-02,,1970,2,
1970-01-03,,1970,2,
1970-01-04,,1970,2,
1970-01-05,,1970,2,
1970-01-06,,1970,2,
1970-01-07,,1970,2,
1970-01-08,,1970,2,
1970-01-09,,1970,2,
1970-01-10,,1970,2,
1970-01-11,,1970,2,
1970-01-12,,1970,2,
1970-01-13,,1970,2,
1970-01-14,,1970,2,
1970-01-15,,1970,2,
1970-01-16,,1970,2,
1970-01-17,,1970,2,
1970-01-18,,1970,2,
1970-01-19,,1970,2,
1970-01-20,,1970,2,
1970-01-21,,1970,2,
1970-01-22,,1970,2,
1970-01-23,,1970,2,
1970-01-24,,1970,2,
1970-01-25,,1970,2,
1970-01-26,,1970,2,
1970-01-27,,1970,2,
1970-01-28,,1970,2,
1970-01-29,,1970,2,
1970-01-30,,1970,2,
1970-01-31,,1970,2,
1970-02-01,,1970,2,
1970-02-02,,1970,2,
1970-02-03,,1970,2,
1970-02-04,,1970,2,
1970-02-05,,1970,2,
1970-02-06,,1970,2,
1970-02-07,,1970,2,
1970-02-08,,1970,2,
1970-02-09,,1970,2,
1970-02-10,,1970,2,
1970-02-11,,1970,2,
1970-02-12,,1970,2,
1970-02-13,,1970,2,
1970-02-14,,1970,2,
1970-02-15,,1970,2,
1970-02-16,,1970,2,
1970-02-17,,1970,2,
1970-02-18,,1970,2,
1970-02-19,,1970,2,
1970-02-20,,1970,2,
1970-02-21,,1970,2,
1970-02-22,,1970,2,
1970-02-23,,1970,2,
1970-02-24,,1970,2,
1970-02-25,,1970,2,
1970-02-26,,1970,2,
1970-02-27,,1970,2,
1970-02-28,,1970,2,
1970-03-01,,1970,2,
1970-03-02,,1970,2,
1970-03-03,,1970,2,
1970-03-04,,1970,2,
1970-03-05,,1970,2,
1970-03-06,,1970,2,
1970-03-07,,1970,2,
1970-03-08,,1970,2,
1970-03-09,,1970,2,
1970-03-10,,1970,2,
1970-03-11,,1970,2,
1970-03-12,,1970,2,
1970-03-13,,1970,2,
1970-03-14,,1970,2,
1970-03-15,,1970,2,
1970-03-16,,1970,2,
1970-03-17,,1970,2,
1970-03-18,,1970,2,
1970-03-19,,1970,2,
1970-03-20,,1970,2,
1970-03-21,,1970,2,
1970-03-22,,1970,2,
1970-03-23,,1970,2,
1970-03-24,,1970,2,
1970-03-25,,1970,2,
1970-03-26,,1970,2,
1970-03-27,,1970,2,
1970-03-28,,1970,2,
1970-03-29,,1970,2,
1970-03-30,,1970,2,
1970-03-31,,1970,2,
1970-04-01,,1970,3,
1970-04-02,,1970,3,
1970-04-03,,1970,3,
1970-04-04,,1970,3,
1970-04-05,,1970,3,
1970-04-06,,1970,3,
1970-04-07,,1970,3,
1970-04-08,,1970,3,
1970-04-09,,1970,3,
1970-04-10,,1970,3,
1970-04-11,,1970,3,
1970-04-12,,1970,3,
1970-04-13,,1970,3,
1970-04-14,,1970,3,
1970-04-15,,1970,3,
1970-04-16,,1970,3,
1970-04-17,,1970,3,
1970-04-18,,1970,3,
1970-04-19,,1970,3,
1970-04-20,,1970,3,
1970-04-21,,1970,3,
1970-04-22,,1970,3,
1970-04-23,,1970,3,
1970-04-24,,1970,3,
1970-04-25,,1970,3,
1970-04-26,,1970,3,
1970-04-27,,1970,3,
1970-04-28,,1970,3,
1970-04-29,,1970,3,
1970-04-30,,1970,3,
1970-05-01,,1970,3,
1970-05-02,,1970,3,
1970-05-03,,1970,3,
1970-05-04,,1970,3,
1970-05-05,,1970,3,
1970-05-06,9.34,1970,3,806976.0
1970-05-07,9.73,1970,3,840672.0
1970-05-08,10.12,1970,3,874367.9999999999
1970-05-09,10.9,1970,3,941760.0
1970-05-10,10.12,1970,3,874367.9999999999
1970-05-11,8.56,1970,3,739584.0
1970-05-12,9.34,1970,3,806976.0
1970-05-13,8.17,1970,3,705888.0
1970-05-14,6.04,1970,3,521856.0
1970-05-15,5.4,1970,3,466560.00000000006
1970-05-16,6.36,1970,3,549504.0
1970-05-17,6.68,1970,3,577152.0
1970-05-18,7.78,1970,3,672192.0
1970-05-19,7.0,1970,3,604800.0
1970-05-20,5.1,1970,3,440639.99999999994
1970-05-21,3.66,1970,3,316224.0
1970-05-22,3.18,1970,3,274752.0
1970-05-23,2.22,1970,3,191808.00000000003
1970-05-24,1.74,1970,3,150336.0
1970-05-25,1.5,1970,3,129600.0
1970-05-26,1.3,1970,3,112320.0
1970-05-27,1.3,1970,3,112320.0
1970-05-28,1.3,1970,3,112320.0
1970-05-29,1.3,1970,3,112320.0
1970-05-30,1.3,1970,3,112320.0
1970-05-31,1.5,1970,3,129600.0
1970-06-01,0.7,1970,3,60479.99999999999
1970-06-02,0.7,1970,3,60479.99999999999
1970-06-03,0.5,1970,3,43200.0
1970-06-04,0.4,1970,3,34560.0
1970-06-05,0.5,1970,3,43200.0
1970-06-06,0.5,1970,3,43200.0
1970-06-07,3.9,1970,3,336960.0
1970-06-08,8.56,1970,3,739584.0
1970-06-09,11.32,1970,3,978048.0
1970-06-10,11.74,1970,3,1014336.0
1970-06-11,10.9,1970,3,941760.0
1970-06-12,10.51,1970,3,908064.0
1970-06-13,10.51,1970,3,908064.0
1970-06-14,10.9,1970,3,941760.0
1970-06-15,9.73,1970,3,840672.0
1970-06-16,8.56,1970,3,739584.0
1970-06-17,8.95,1970,3,773279.9999999999
1970-06-18,10.12,1970,3,874367.9999999999
1970-06-19,10.9,1970,3,941760.0
1970-06-20,9.34,1970,3,806976.0
1970-06-21,5.72,1970,3,494208.0
1970-06-22,4.2,1970,3,362880.0
1970-06-23,4.5,1970,3,388800.0
1970-06-24,3.18,1970,3,274752.0
1970-06-25,2.46,1970,3,212544.0
1970-06-26,1.74,1970,3,150336.0
1970-06-27,1.5,1970,3,129600.0
1970-06-28,1.1,1970,3,95040.00000000001
1970-06-29,1.1,1970,3,95040.00000000001
1970-06-30,1.3,1970,3,112320.0
1970-07-01,1.5,1970,4,129600.0
1970-07-02,1.5,1970,4,129600.0
1970-07-03,2.94,1970,4,254016.0
1970-07-04,1.1,1970,4,95040.00000000001
1970-07-05,0.4,1970,4,34560.0
1970-07-06,0.4,1970,4,34560.0
1970-07-07,0.4,1970,4,34560.0
1970-07-08,0.4,1970,4,34560.0
1970-07-09,0.4,1970,4,34560.0
1970-07-10,0.4,1970,4,34560.0
1970-07-11,0.9,1970,4,77760.0
1970-07-12,1.98,1970,4,171072.0
1970-07-13,3.9,1970,4,336960.0
1970-07-14,2.94,1970,4,254016.0
1970-07-15,3.66,1970,4,316224.0
1970-07-16,6.68,1970,4,577152.0
1970-07-17,6.36,1970,4,549504.0
1970-07-18,3.9,1970,4,336960.0
1970-07-19,2.7,1970,4,233280.00000000003
1970-07-20,3.42,1970,4,295488.0
1970-07-21,0.7,1970,4,60479.99999999999
1970-07-22,0.5,1970,4,43200.0
1970-07-23,0.4,1970,4,34560.0
1970-07-24,0.5,1970,4,43200.0
1970-07-25,1.1,1970,4,95040.00000000001
1970-07-26,3.66,1970,4,316224.0
1970-07-27,3.9,1970,4,336960.0
1970-07-28,3.66,1970,4,316224.0
1970-07-29,6.68,1970,4,577152.0
1970-07-30,5.72,1970,4,494208.0
1970-07-31,4.5,1970,4,388800.0
1970-08-01,7.39,1970,4,638496.0
1970-08-02,8.56,1970,4,739584.0
1970-08-03,12.58,1970,4,1086912.0
1970-08-04,12.58,1970,4,1086912.0
1970-08-05,11.74,1970,4,1014336.0
1970-08-06,10.9,1970,4,941760.0
1970-08-07,10.12,1970,4,874367.9999999999
1970-08-08,7.0,1970,4,604800.0
1970-08-09,4.2,1970,4,362880.0
1970-08-10,6.36,1970,4,549504.0
1970-08-11,3.9,1970,4,336960.0
1970-08-12,1.98,1970,4,171072.0
1970-08-13,1.3,1970,4,112320.0
1970-08-14,0.5,1970,4,43200.0
1970-08-15,0.9,1970,4,77760.0
1970-08-16,1.5,1970,4,129600.0
1970-08-17,2.46,1970,4,212544.0
1970-08-18,2.94,1970,4,254016.0
1970-08-19,1.98,1970,4,171072.0
1970-08-20,1.74,1970,4,150336.0
1970-08-21,1.98,1970,4,171072.0
1970-08-22,1.5,1970,4,129600.0
1970-08-23,1.1,1970,4,95040.00000000001
1970-08-24,1.3,1970,4,112320.0
1970-08-25,1.98,1970,4,171072.0
1970-08-26,2.94,1970,4,254016.0
1970-08-27,2.7,1970,4,233280.00000000003
1970-08-28,1.98,1970,4,171072.0
1970-08-29,4.2,1970,4,362880.0
1970-08-30,3.9,1970,4,336960.0
1970-08-31,4.5,1970,4,388800.0
1970-09-01,4.5,1970,4,388800.0
1970-09-02,3.42,1970,4,295488.0
1970-09-03,3.18,1970,4,274752.0
1970-09-04,3.9,1970,4,336960.0
1970-09-05,1.98,1970,4,171072.0
1970-09-06,2.46,1970,4,212544.0
1970-09-07,1.98,1970,4,171072.0
1970-09-08,1.98,1970,4,171072.0
1970-09-09,2.94,1970,4,254016.0
1970-09-10,2.7,1970,4,233280.00000000003
1970-09-11,2.94,1970,4,254016.0
1970-09-12,2.22,1970,4,191808.00000000003
1970-09-13,1.1,1970,4,95040.00000000001
1970-09-14,2.46,1970,4,212544.0
1970-09-15,2.94,1970,4,254016.0
1970-09-16,2.94,1970,4,254016.0
1970-09-17,3.66,1970,4,316224.0
1970-09-18,3.9,1970,4,336960.0
1970-09-19,3.66,1970,4,316224.0
1970-09-20,3.42,1970,4,295488.0
1970-09-21,3.9,1970,4,336960.0
1970-09-22,3.42,1970,4,295488.0
1970-09-23,4.2,1970,4,362880.0
1970-09-24,3.9,1970,4,336960.0
1970-09-25,4.2,1970,4,362880.0
1970-09-26,4.5,1970,4,388800.0
1970-09-27,4.5,1970,4,388800.0
1970-09-28,7.0,1970,4,604800.0
1970-09-29,7.0,1970,4,604800.0
1970-09-30,6.04,1970,4,521856.0
1970-10-01,5.72,1971,1,494208.0
1970-10-02,6.04,1971,1,521856.0
1970-10-03,5.72,1971,1,494208.0
1970-10-04,5.72,1971,1,494208.0
1970-10-05,6.36,1971,1,549504.0
1970-10-06,5.72,1971,1,494208.0
1970-10-07,5.72,1971,1,494208.0
1970-10-08,6.04,1971,1,521856.0
1970-10-09,7.78,1971,1,672192.0
1970-10-10,9.34,1971,1,806976.0
1970-10-11,10.9,1971,1,941760.0
1970-10-12,11.74,1971,1,1014336.0
1970-10-13,12.16,1971,1,1050624.0
1970-10-14,12.16,1971,1,1050624.0
1970-10-15,11.74,1971,1,1014336.0
1970-10-16,11.32,1971,1,978048.0
1970-10-17,11.32,1971,1,978048.0
1970-10-18,11.32,1971,1,978048.0
1970-10-19,10.51,1971,1,908064.0
1970-10-20,10.51,1971,1,908064.0
1970-10-21,10.12,1971,1,874367.9999999999
1970-10-22,10.12,1971,1,874367.9999999999
1970-10-23,11.32,1971,1,978048.0
1970-10-24,10.9,1971,1,941760.0
1970-10-25,10.12,1971,1,874367.9999999999
1970-10-26,9.34,1971,1,806976.0
1970-10-27,8.56,1971,1,739584.0
1970-10-28,8.17,1971,1,705888.0
1970-10-29,7.39,1971,1,638496.0
1970-10-30,7.0,1971,1,604800.0
1970-10-31,7.0,1971,1,604800.0
1970-11-01,7.39,1971,1,638496.0
1970-11-02,7.39,1971,1,638496.0
1970-11-03,7.39,1971,1,638496.0
1970-11-04,7.0,1971,1,604800.0
1970-11-05,7.0,1971,1,604800.0
1970-11-06,6.68,1971,1,577152.0
1970-11-07,7.0,1971,1,604800.0
1970-11-08,6.68,1971,1,577152.0
1970-11-09,8.17,1971,1,705888.0
1970-11-10,8.17,1971,1,705888.0
1970-11-11,7.78,1971,1,672192.0
1970-11-12,8.17,1971,1,705888.0
1970-11-13,7.78,1971,1,672192.0
1970-11-14,8.95,1971,1,773279.9999999999
1970-11-15,8.95,1971,1,773279.9999999999
1970-11-16,9.73,1971,1,840672.0
1970-11-17,10.12,1971,1,874367.9999999999
1970-11-18,9.73,1971,1,840672.0
1970-11-19,9.73,1971,1,840672.0
1970-11-20,9.73,1971,1,840672.0
1970-11-21,9.34,1971,1,806976.0
1970-11-22,8.95,1971,1,773279.9999999999
1970-11-23,8.56,1971,1,739584.0
1970-11-24,8.56,1971,1,739584.0
1970-11-25,8.95,1971,1,773279.9999999999
1970-11-26,8.56,1971,1,739584.0
1970-11-27,8.17,1971,1,705888.0
1970-11-28,8.17,1971,1,705888.0
1970-11-29,8.56,1971,1,739584.0
1970-11-30,8.17,1971,1,705888.0
1970-12-01,8.56,1971,1,739584.0
1970-12-02,7.78,1971,1,672192.0
1970-12-03,7.0,1971,1,604800.0
1970-12-04,7.78,1971,1,672192.0
1970-12-05,6.68,1971,1,577152.0
1970-12-06,6.68,1971,1,577152.0
1970-12-07,6.68,1971,1,577152.0
1970-12-08,6.68,1971,1,577152.0
1970-12-09,8.56,1971,1,739584.0
1970-12-10,13.84,1971,1,1195776.0
1970-12-11,12.58,1971,1,1086912.0
1970-12-12,11.74,1971,1,1014336.0
1970-12-13,10.51,1971,1,908064.0
1970-12-14,10.51,1971,1,908064.0
1970-12-15,10.12,1971,1,874367.9999999999
1970-12-16,9.73,1971,1,840672.0
1970-12-17,9.73,1971,1,840672.0
1970-12-18,9.73,1971,1,840672.0
1970-12-19,9.73,1971,1,840672.0
1970-12-20,9.34,1971,1,806976.0
1970-12-21,8.95,1971,1,773279.9999999999
1970-12-22,8.95,1971,1,773279.9999999999
1970-12-23,9.34,1971,1,806976.0
1970-12-24,8.95,1971,1,773279.9999999999
1970-12-25,9.34,1971,1,806976.0
1970-12-26,9.34,1971,1,806976.0
1970-12-27,9.34,1971,1,806976.0
1970-12-28,9.34,1971,1,806976.0
1970-12-29,10.12,1971,1,874367.9999999999
1970-12-30,10.12,1971,1,874367.9999999999
1970-12-31,9.73,1971,1,840672.0
1971-01-01,8.95,1971,2,773279.9999999999
1971-01-02,8.17,1971,2,705888.0
1971-01-03,7.39,1971,2,638496.0
1971-01-04,7.78,1971,2,672192.0
1971-01-05,7.39,1971,2,638496.0
1971-01-06,8.17,1971,2,705888.0
1971-01-07,8.56,1971,2,739584.0
1971-01-08,8.56,1971,2,739584.0
1971-01-09,9.34,1971,2,806976.0
1971-01-10,9.34,1971,2,806976.0
1971-01-11,8.95,1971,2,773279.9999999999
1971-01-12,8.95,1971,2,773279.9999999999
1971-01-13,7.78,1971,2,672192.0
1971-01-14,8.56,1971,2,739584.0
1971-01-15,8.95,1971,2,773279.9999999999
1971-01-16,8.56,1971,2,739584.0
1971-01-17,8.56,1971,2,739584.0
1971-01-18,8.56,1971,2,739584.0
1971-01-19,8.95,1971,2,773279.9999999999
1971-01-20,9.34,1971,2,806976.0
1971-01-21,10.12,1971,2,874367.9999999999
1971-01-22,10.51,1971,2,908064.0
1971-01-23,10.51,1971,2,908064.0
1971-01-24,11.32,1971,2,978048.0
1971-01-25,11.74,1971,2,1014336.0
1971-01-26,11.32,1971,2,978048.0
1971-01-27,11.32,1971,2,978048.0
1971-01-28,10.9,1971,2,941760.0
1971-01-29,10.9,1971,2,941760.0
1971-01-30,11.32,1971,2,978048.0
1971-01-31,10.51,1971,2,908064.0
1971-02-01,10.9,1971,2,941760.0
1971-02-02,10.12,1971,2,874367.9999999999
1971-02-03,9.34,1971,2,806976.0
1971-02-04,9.73,1971,2,840672.0
1971-02-05,10.12,1971,2,874367.9999999999
1971-02-06,10.12,1971,2,874367.9999999999
1971-02-07,10.9,1971,2,941760.0
1971-02-08,10.51,1971,2,908064.0
1971-02-09,10.51,1971,2,908064.0
1971-02-10,9.73,1971,2,840672.0
1971-02-11,9.34,1971,2,806976.0
1971-02-12,8.56,1971,2,739584.0
1971-02-13,8.95,1971,2,773279.9999999999
1971-02-14,9.34,1971,2,806976.0
1971-02-15,9.34,1971,2,806976.0
1971-02-16,10.51,1971,2,908064.0
1971-02-17,10.51,1971,2,908064.0
1971-02-18,9.73,1971,2,840672.0
1971-02-19,10.51,1971,2,908064.0
1971-02-20,10.51,1971,2,908064.0
1971-02-21,10.9,1971,2,941760.0
1971-02-22,12.16,1971,2,1050624.0
1971-02-23,11.74,1971,2,1014336.0
1971-02-24,11.74,1971,2,1014336.0
1971-02-25,12.58,1971,2,1086912.0
1971-02-26,13.0,1971,2,1123200.0
1971-02-27,13.84,1971,2,1195776.0
1971-02-28,13.42,1971,2,1159488.0
1971-03-01,13.84,1971,2,1195776.0
1971-03-02,14.68,1971,2,1268352.0
1971-03-03,14.68,1971,2,1268352.0
1971-03-04,14.68,1971,2,1268352.0
1971-03-05,14.68,1971,2,1268352.0
1971-03-06,14.68,1971,2,1268352.0
1971-03-07,14.68,1971,2,1268352.0
1971-03-08,13.84,1971,2,1195776.0
1971-03-09,14.26,1971,2,1232064.0
1971-03-10,13.42,1971,2,1159488.0
1971-03-11,13.42,1971,2,1159488.0
1971-03-12,13.84,1971,2,1195776.0
1971-03-13,13.42,1971,2,1159488.0
1971-03-14,14.68,1971,2,1268352.0
1971-03-15,14.68,1971,2,1268352.0
1971-03-16,14.26,1971,2,1232064.0
1971-03-17,14.26,1971,2,1232064.0
1971-03-18,13.84,1971,2,1195776.0
1971-03-19,13.84,1971,2,1195776.0
1971-03-20,14.26,1971,2,1232064.0
1971-03-21,14.68,1971,2,1268352.0
1971-03-22,15.1,1971,2,1304640.0
1971-03-23,14.26,1971,2,1232064.0
1971-03-24,13.42,1971,2,1159488.0
1971-03-25,12.16,1971,2,1050624.0
1971-03-26,11.32,1971,2,978048.0
1971-03-27,12.16,1971,2,1050624.0
1971-03-28,12.16,1971,2,1050624.0
1971-03-29,12.16,1971,2,1050624.0
1971-03-30,10.51,1971,2,908064.0
1971-03-31,11.32,1971,2,978048.0
1971-04-01,11.74,1971,3,1014336.0
1971-04-02,8.95,1971,3,773279.9999999999
1971-04-03,6.36,1971,3,549504.0
1971-04-04,6.04,1971,3,521856.0
1971-04-05,6.36,1971,3,549504.0
1971-04-06,5.4,1971,3,466560.00000000006
1971-04-07,5.72,1971,3,494208.0
1971-04-08,6.68,1971,3,577152.0
1971-04-09,10.9,1971,3,941760.0
1971-04-10,12.58,1971,3,1086912.0
1971-04-11,12.16,1971,3,1050624.0
1971-04-12,12.16,1971,3,1050624.0
1971-04-13,10.12,1971,3,874367.9999999999
1971-04-14,7.39,1971,3,638496.0
1971-04-15,6.04,1971,3,521856.0
1971-04-16,4.8,1971,3,414720.0
1971-04-17,3.9,1971,3,336960.0
1971-04-18,3.18,1971,3,274752.0
1971-04-19,2.46,1971,3,212544.0
1971-04-20,1.3,1971,3,112320.0
1971-04-21,0.5,1971,3,43200.0
1971-04-22,0.4,1971,3,34560.0
1971-04-23,4.8,1971,3,414720.0
1971-04-24,18.46,1971,3,1594944.0
1971-04-25,22.31,1971,3,1927584.0
1971-04-26,17.2,1971,3,1486080.0
1971-04-27,13.84,1971,3,1195776.0
1971-04-28,11.74,1971,3,1014336.0
1971-04-29,10.9,1971,3,941760.0
1971-04-30,12.16,1971,3,1050624.0
1971-05-01,13.84,1971,3,1195776.0
1971-05-02,20.16,1971,3,1741824.0
1971-05-03,17.62,1971,3,1522368.0
1971-05-04,14.26,1971,3,1232064.0
1971-05-05,12.58,1971,3,1086912.0
1971-05-06,12.16,1971,3,1050624.0
1971-05-07,12.16,1971,3,1050624.0
1971-05-08,13.0,1971,3,1123200.0
1971-05-09,18.46,1971,3,1594944.0
1971-05-10,19.3,1971,3,1667520.0
1971-05-11,15.94,1971,3,1377216.0
1971-05-12,15.94,1971,3,1377216.0
1971-05-13,17.2,1971,3,1486080.0
1971-05-14,23.17,1971,3,2001888.0000000002
1971-05-15,53.06,1971,3,4584384.0
1971-05-16,79.75,1971,3,6890400.0
1971-05-17,71.2,1971,3,6151680.0
1971-05-18,70.75,1971,3,6112800.0
1971-05-19,71.65,1971,3,6190560.000000001
1971-05-20,105.38,1971,3,9104832.0
1971-05-21,131.6,1971,3,11370240.0
1971-05-22,124.24,1971,3,10734336.0
1971-05-23,85.52,1971,3,7388928.0
1971-05-24,70.3,1971,3,6073920.0
1971-05-25,69.4,1971,3,5996160.000000001
1971-05-26,76.6,1971,3,6618239.999999999
1971-05-27,70.3,1971,3,6073920.0
1971-05-28,64.9,1971,3,5607360.000000001
1971-05-29,60.85,1971,3,5257440.0
1971-05-30,54.44,1971,3,4703616.0
1971-05-31,41.56,1971,3,3590784.0
1971-06-01,39.26,1971,3,3392064.0
1971-06-02,35.56,1971,3,3072384.0
1971-06-03,36.03,1971,3,3112992.0
1971-06-04,33.68,1971,3,2909952.0
1971-06-05,43.4,1971,3,3749760.0
1971-06-06,52.6,1971,3,4544640.0
1971-06-07,50.76,1971,3,4385664.0
1971-06-08,39.26,1971,3,3392064.0
1971-06-09,35.56,1971,3,3072384.0
1971-06-10,34.15,1971,3,2950560.0
1971-06-11,36.03,1971,3,3112992.0
1971-06-12,30.6,1971,3,2643840.0
1971-06-13,26.12,1971,3,2256768.0
1971-06-14,25.28,1971,3,2184192.0
1971-06-15,18.46,1971,3,1594944.0
1971-06-16,18.04,1971,3,1558656.0
1971-06-17,16.36,1971,3,1413504.0
1971-06-18,15.1,1971,3,1304640.0
1971-06-19,13.0,1971,3,1123200.0
1971-06-20,10.51,1971,3,908064.0
1971-06-21,7.0,1971,3,604800.0
1971-06-22,4.8,1971,3,414720.0
1971-06-23,4.5,1971,3,388800.0
1971-06-24,5.72,1971,3,494208.0
1971-06-25,11.74,1971,3,1014336.0
1971-06-26,20.59,1971,3,1778976.0
1971-06-27,13.84,1971,3,1195776.0
1971-06-28,11.74,1971,3,1014336.0
1971-06-29,8.95,1971,3,773279.9999999999
1971-06-30,6.68,1971,3,577152.0
1971-07-01,5.72,1971,4,494208.0
1971-07-02,3.42,1971,4,295488.0
1971-07-03,10.9,1971,4,941760.0
1971-07-04,17.62,1971,4,1522368.0
1971-07-05,18.46,1971,4,1594944.0
1971-07-06,14.68,1971,4,1268352.0
1971-07-07,12.16,1971,4,1050624.0
1971-07-08,11.74,1971,4,1014336.0
1971-07-09,10.9,1971,4,941760.0
1971-07-10,8.17,1971,4,705888.0
1971-07-11,6.04,1971,4,521856.0
1971-07-12,7.78,1971,4,672192.0
1971-07-13,5.72,1971,4,494208.0
1971-07-14,2.46,1971,4,212544.0
1971-07-15,2.46,1971,4,212544.0
1971-07-16,12.16,1971,4,1050624.0
1971-07-17,9.73,1971,4,840672.0
1971-07-18,10.12,1971,4,874367.9999999999
1971-07-19,9.73,1971,4,840672.0
1971-07-20,9.73,1971,4,840672.0
1971-07-21,6.68,1971,4,577152.0
1971-07-22,7.39,1971,4,638496.0
1971-07-23,7.0,1971,4,604800.0
1971-07-24,7.39,1971,4,638496.0
1971-07-25,6.68,1971,4,577152.0
1971-07-26,7.78,1971,4,672192.0
1971-07-27,8.17,1971,4,705888.0
1971-07-28,7.78,1971,4,672192.0
1971-07-29,7.39,1971,4,638496.0
1971-07-30,6.36,1971,4,549504.0
1971-07-31,6.68,1971,4,577152.0
1971-08-01,6.68,1971,4,577152.0
1971-08-02,7.39,1971,4,638496.0
1971-08-03,6.36,1971,4,549504.0
1971-08-04,6.04,1971,4,521856.0
1971-08-05,7.0,1971,4,604800.0
1971-08-06,6.36,1971,4,549504.0
1971-08-07,5.72,1971,4,494208.0
1971-08-08,5.72,1971,4,494208.0
1971-08-09,6.68,1971,4,577152.0
1971-08-10,7.0,1971,4,604800.0
1971-08-11,6.68,1971,4,577152.0
1971-08-12,6.68,1971,4,577152.0
1971-08-13,8.56,1971,4,739584.0
1971-08-14,12.16,1971,4,1050624.0
1971-08-15,11.32,1971,4,978048.0
1971-08-16,10.12,1971,4,874367.9999999999
1971-08-17,8.17,1971,4,705888.0
1971-08-18,7.0,1971,4,604800.0
1971-08-19,7.0,1971,4,604800.0
1971-08-20,7.0,1971,4,604800.0
1971-08-21,6.36,1971,4,549504.0
1971-08-22,6.04,1971,4,521856.0
1971-08-23,7.78,1971,4,672192.0
1971-08-24,7.0,1971,4,604800.0
1971-08-25,7.39,1971,4,638496.0
1971-08-26,8.56,1971,4,739584.0
1971-08-27,8.17,1971,4,705888.0
1971-08-28,7.78,1971,4,672192.0
1971-08-29,7.39,1971,4,638496.0
1971-08-30,8.56,1971,4,739584.0
1971-08-31,8.95,1971,4,773279.9999999999
1971-09-01,9.34,1971,4,806976.0
1971-09-02,9.73,1971,4,840672.0
1971-09-03,8.95,1971,4,773279.9999999999
1971-09-04,7.78,1971,4,672192.0
1971-09-05,8.17,1971,4,705888.0
1971-09-06,9.34,1971,4,806976.0
1971-09-07,8.17,1971,4,705888.0
1971-09-08,9.34,1971,4,806976.0
1971-09-09,13.42,1971,4,1159488.0
1971-09-10,14.26,1971,4,1232064.0
1971-09-11,10.51,1971,4,908064.0
1971-09-12,7.39,1971,4,638496.0
1971-09-13,4.5,1971,4,388800.0
1971-09-14,4.5,1971,4,388800.0
1971-09-15,5.1,1971,4,440639.99999999994
1971-09-16,10.9,1971,4,941760.0
1971-09-17,11.74,1971,4,1014336.0
1971-09-18,10.9,1971,4,941760.0
1971-09-19,10.51,1971,4,908064.0
1971-09-20,10.9,1971,4,941760.0
1971-09-21,11.74,1971,4,1014336.0
1971-09-22,12.16,1971,4,1050624.0
1971-09-23,8.17,1971,4,705888.0
